White noise,Positive bias,Negative bias
22.603891,21.540852,23.713312
22.585639,21.510658,23.664842
22.639993,21.517891,23.733944
22.586557,21.528027,23.711992
22.673791,21.645031,23.608240
22.550661,21.520370,23.664019
22.537596,21.541424,23.719598
22.660773,21.535309,23.755181
22.593414,21.605084,23.707811
22.678704,21.499760,23.769571
22.629928,21.460987,23.767437
22.501986,21.520221,23.706557
22.609619,21.533414,23.608527
22.553523,21.547559,23.548436
22.588221,21.522448,23.587237
22.667548,21.522939,23.606034
22.567143,21.488734,23.704416
22.623042,21.460343,23.666058
22.569218,21.508016,23.717679
22.551880,21.448966,23.700114
22.682959,21.486844,23.773556
22.572609,21.535507,23.591516
22.580231,21.570279,23.703474
22.598982,21.518138,23.645469
22.494035,21.406036,23.610124
22.565983,21.553533,23.639053
22.673111,21.601886,23.701677
22.550312,21.664426,23.621732
22.641180,21.534169,23.693809
22.578632,21.550418,23.666597
22.676587,21.641405,23.708191
22.646999,21.521056,23.735448
22.623399,21.495899,23.711667
22.552926,21.547440,23.821525
22.559648,21.527910,23.687333
22.624397,21.547321,23.787337
22.618238,21.495627,23.508224
22.590549,21.456743,23.704671
22.544823,21.490599,23.779895
22.551608,21.458397,23.706525
22.616645,21.582889,23.623088
22.440622,21.512540,23.795350
22.583453,21.469784,23.745961
22.450922,21.509839,23.629491
22.444276,21.586463,23.766572
22.616773,21.464799,23.625905
22.482806,21.520828,23.728046
22.554288,21.553391,23.718167
22.677432,21.563673,23.660806
22.571502,21.550418,23.733007
22.668636,21.600368,23.638162
22.576356,21.444478,23.697479
22.607503,21.402182,23.617670
22.612699,21.568718,23.664033
22.558532,21.497345,23.638773
22.522749,21.569266,23.582403
22.604009,21.520953,23.698646
22.636801,21.601198,23.609853
22.521510,21.582733,23.719259
22.632234,21.542617,23.685521
22.535923,21.544126,23.742463
22.577707,21.495048,23.847608
22.498497,21.404815,23.502346
22.609364,21.541236,23.606335
22.629328,21.603559,23.726806
22.490626,21.595767,23.712077
22.555542,21.639608,23.774062
22.560121,21.483872,23.750527
22.680520,21.470542,23.642571
22.476505,21.401966,23.687595
22.465599,21.638236,23.616968
22.615006,21.475055,23.776163
22.586600,21.572048,23.529110
22.579563,21.715365,23.764666
22.655054,21.454362,23.564536
22.643801,21.435836,23.666901
22.588751,21.639090,23.594922
22.598066,21.466611,23.558247
22.580501,21.445499,23.566255
22.610939,21.581907,23.676215
22.555188,21.590194,23.697242
22.578005,21.568119,23.678332
22.628354,21.533952,23.765953
22.405141,21.530585,23.642067
22.516156,21.563068,23.793817
